,NatureAccident,ClassificationOfAccident,Fatal,Grevious,Minor,Injured,AccYear,AccDay
72621,6,2,4,2,5,1,2019,29
72622,2,2,3,10,1,4,2019,28
72623,4,1,4,6,1,1,2019,28
72624,5,5,1,9,1,2,2019,28
72625,4,4,1,3,5,2,2019,28
72626,7,4,0,9,4,3,2019,28
72627,3,3,1,9,3,1,2019,28
72628,6,1,4,2,2,4,2019,28
72629,3,5,0,8,3,4,2019,28
72630,3,5,0,8,3,4,2019,28
72631,3,5,0,8,3,4,2019,28
72632,6,1,3,9,4,5,2019,28
72633,7,5,0,5,1,3,2019,28
72634,4,2,0,1,3,3,2019,28
72635,8,2,3,6,5,3,2019,28
72636,8,2,3,6,5,3,2019,28
72637,2,4,4,10,3,2,2019,27
72638,2,1,0,1,2,2,2019,27
72639,1,1,3,8,1,4,2019,27
72640,2,5,3,10,2,2,2019,27
72641,4,3,4,5,4,1,2019,27
72642,7,1,4,4,1,5,2019,27
72643,8,2,4,7,4,5,2019,27
72644,8,4,1,5,5,4,2019,27
72645,4,1,2,9,4,1,2019,27
72646,6,3,4,9,1,2,2019,27
72647,7,5,3,5,2,5,2019,27
72648,4,3,4,2,5,1,2019,27
72649,4,3,3,10,1,4,2019,27
72650,6,4,4,7,1,5,2019,27
72651,1,3,3,10,3,4,2019,27
72652,2,3,3,8,2,3,2019,27
72653,1,5,2,1,1,1,2019,27
72654,2,3,3,8,2,3,2019,27
72655,1,5,2,1,1,1,2019,27
72656,2,3,3,8,2,3,2019,27
72657,1,5,2,1,1,1,2019,27
72658,4,5,2,3,5,2,2019,27
72659,2,5,3,9,2,3,2019,27
72660,1,3,3,10,3,4,2019,27
72661,6,4,2,7,5,2,2019,26
72662,1,4,3,4,2,4,2019,26
72663,6,1,3,1,3,3,2019,26
72664,6,2,2,1,5,5,2019,26
72665,3,4,2,6,2,4,2019,26
72666,8,2,1,10,2,2,2019,26
72667,7,5,3,1,4,1,2019,26
72668,4,2,1,10,2,4,2019,26
72669,8,1,0,4,3,2,2019,26
72670,8,1,0,4,3,2,2019,26
72671,2,1,0,4,5,4,2019,26
72672,7,4,1,3,2,4,2019,26
72673,3,5,3,1,5,4,2019,26
72674,4,2,1,10,2,4,2019,26
72675,4,2,1,10,2,4,2019,26
72676,4,2,1,10,2,4,2019,26
72677,8,2,1,5,5,3,2019,25
72678,7,5,0,1,5,1,2019,25
72679,1,2,1,6,3,3,2019,25
72680,8,3,2,8,1,1,2019,25
72681,4,2,4,1,3,3,2019,25
72682,6,3,3,2,2,5,2019,25
72683,8,5,0,6,3,5,2019,25
72684,4,1,1,1,1,2,2019,25
72685,2,1,4,7,4,3,2019,25
72686,2,1,4,3,4,2,2019,25
72687,2,3,0,0,1,0,2019,25
72688,1,1,2,10,5,2,2019,25
72689,1,5,2,3,5,3,2019,25
72690,2,2,0,4,5,1,2019,25
72691,2,2,0,4,5,1,2019,25
72692,1,3,4,10,4,3,2019,25
72693,2,2,0,4,5,1,2019,25
72694,1,3,4,10,4,3,2019,25
72695,1,1,2,10,5,2,2019,25
72696,1,5,2,3,5,3,2019,25
72697,1,1,2,10,5,2,2019,25
72698,1,5,2,3,5,3,2019,25
72699,1,1,2,10,5,2,2019,25
72700,1,5,2,3,5,3,2019,25
72701,7,1,2,9,3,2,2019,24
72702,7,1,2,9,3,2,2019,24
72703,2,2,0,1,0,0,2019,24
72704,4,1,4,4,1,1,2019,24
72705,2,1,4,3,4,1,2019,24
72706,4,2,1,3,1,1,2019,24
72707,7,2,1,1,1,3,2019,24
72708,5,2,3,5,1,5,2019,24
72709,7,4,1,8,4,2,2019,24
72710,1,1,1,10,2,3,2019,24
72711,1,2,1,1,5,1,2019,24
72712,1,5,2,2,3,2,2019,24
72713,7,4,1,6,3,1,2019,24
72714,5,1,2,2,2,5,2019,24
72715,6,4,2,2,2,4,2019,24
72716,8,4,3,1,2,4,2019,24
72717,6,2,2,6,2,5,2019,24
72718,6,2,2,6,2,5,2019,24
72719,3,1,2,9,5,5,2019,24
72720,5,1,3,4,2,5,2019,24
72721,6,4,0,6,3,5,2019,24
72722,6,2,0,1,3,4,2019,24
72723,5,4,2,10,3,2,2019,23
72724,5,5,2,7,1,5,2019,23
72725,3,3,1,4,4,3,2019,23
72726,5,3,2,5,3,5,2019,23
72727,3,1,1,6,2,5,2019,23
72728,3,5,2,8,4,2,2019,23
72729,4,2,2,2,3,5,2019,23
72730,4,5,4,8,3,2,2019,23
72731,4,5,4,8,3,2,2019,23
72732,4,5,4,8,3,2,2019,23
72733,6,2,4,1,1,2,2019,22
72734,6,2,4,1,1,2,2019,22
72735,4,2,2,4,5,2,2019,22
72736,3,4,2,1,5,2,2019,22
72737,4,5,0,5,1,5,2019,22
72738,8,1,4,10,1,1,2019,22
72739,5,2,1,8,3,4,2019,22
72740,4,2,2,4,4,3,2019,22
72741,3,1,3,8,3,2,2019,22
72742,6,4,4,10,4,3,2019,22
72743,4,2,3,10,4,5,2019,22
72744,2,4,4,2,2,2,2019,22
72745,3,4,0,7,1,3,2019,22
72746,4,2,3,10,4,5,2019,22
72747,3,5,3,5,4,3,2019,21
72748,3,5,3,5,4,3,2019,21
72749,2,2,4,5,2,3,2019,21
72750,4,1,3,10,1,2,2019,21
72751,7,4,3,10,1,1,2019,21
72752,6,3,2,9,4,2,2019,21
72753,1,3,3,3,5,5,2019,21
72754,6,4,4,6,3,4,2019,21
72755,6,1,3,7,5,3,2019,21
72756,2,5,0,4,5,3,2019,21
72757,3,4,1,6,5,4,2019,21
72758,2,4,1,9,4,3,2019,21
72759,5,3,0,10,3,2,2019,21
72760,5,3,3,3,3,1,2019,21
72761,6,5,3,8,3,3,2019,21
72762,1,1,0,6,5,2,2019,21
72763,1,4,3,7,2,1,2019,21
72764,5,3,0,10,3,2,2019,21
72765,5,3,3,3,3,1,2019,21
72766,5,3,3,3,3,1,2019,21
72767,5,3,3,3,3,1,2019,21
72768,8,2,1,5,2,2,2019,20
72769,5,3,2,1,3,5,2019,20
72770,6,1,3,6,3,5,2019,20
72771,3,3,0,6,2,1,2019,20
72772,5,1,2,3,3,5,2019,20
72773,5,5,0,3,5,1,2019,20
72774,5,5,0,3,5,1,2019,20
72775,5,5,0,3,5,1,2019,20
72776,8,3,2,8,1,1,2019,20
72777,3,4,2,1,3,4,2019,19
72778,3,4,2,1,3,4,2019,19
72779,3,4,4,2,4,3,2019,19
72780,6,4,0,4,1,5,2019,19
72781,6,4,1,7,5,5,2019,19
72782,1,2,2,5,4,3,2019,19
72783,6,2,0,4,3,5,2019,19
72784,6,2,3,2,1,3,2019,19
72785,2,4,1,3,4,1,2019,19
72786,6,5,2,9,3,4,2019,19
72787,1,5,0,10,1,2,2019,19
72788,3,1,3,4,3,2,2019,19
72789,5,5,2,8,3,3,2019,19
72790,8,5,2,4,1,4,2019,19
72791,8,5,2,4,1,4,2019,19
72792,8,3,3,4,5,1,2019,18
72793,6,5,2,10,3,1,2019,18
72794,7,1,4,3,4,5,2019,18
72795,8,5,2,6,2,2,2019,18
72796,6,2,4,8,2,2,2019,18
72797,3,3,2,4,5,4,2019,18
72798,1,3,1,2,4,3,2019,18
72799,4,3,0,3,3,3,2019,18
72800,1,5,4,6,3,2,2019,18
72801,5,2,4,8,4,3,2019,18
72802,1,5,4,6,3,2,2019,18
72803,5,2,4,8,4,3,2019,18
72804,1,5,4,6,3,2,2019,18
72805,5,2,4,8,4,3,2019,18
72806,2,4,3,6,3,4,2019,18
72807,7,2,4,10,4,4,2019,18
72808,7,1,4,4,2,3,2019,18
72809,4,3,0,3,3,3,2019,18
72810,4,3,0,3,3,3,2019,18
72811,4,5,4,4,3,1,2019,18
72812,4,3,0,3,3,3,2019,18
72813,8,5,3,8,1,3,2019,17
72814,8,4,4,7,5,4,2019,17
72815,7,5,2,1,1,1,2019,17
72816,8,5,3,8,1,3,2019,17
72817,6,4,1,5,5,5,2019,17
72818,2,4,1,9,2,4,2019,17
72819,8,2,3,8,5,2,2019,17
72820,6,3,2,7,5,4,2019,17
72821,5,2,3,3,1,3,2019,17
72822,6,3,0,4,3,1,2019,17
72823,7,3,1,1,4,5,2019,17
72824,1,3,1,5,1,2,2019,17
72825,3,1,0,8,5,5,2019,17
72826,3,1,2,2,5,2,2019,17
72827,6,1,0,3,5,2,2019,17
72828,7,3,1,6,5,5,2019,17
72829,4,4,4,2,5,4,2019,17
72830,6,4,0,4,4,5,2019,17
72831,8,3,2,2,4,5,2019,17
72832,6,5,4,1,2,4,2019,17
72833,8,3,2,2,4,5,2019,17
72834,1,3,0,5,5,5,2019,17
72835,6,2,4,7,1,2,2019,17
72836,1,3,0,5,5,5,2019,17
72837,6,2,4,7,1,2,2019,17
72838,1,3,0,5,5,5,2019,17
72839,6,2,4,7,1,2,2019,17
72840,4,3,3,7,3,1,2019,17
72841,1,1,0,7,5,2,2019,16
72842,1,1,0,7,5,2,2019,16
72843,5,1,3,5,5,2,2019,16
72844,8,2,1,7,3,4,2019,16
72845,1,3,2,2,3,3,2019,16
72846,2,1,4,5,1,5,2019,16
72847,3,2,4,6,5,4,2019,16
72848,3,1,4,10,5,3,2019,16
72849,8,1,1,3,3,1,2019,16
72850,5,1,3,7,2,3,2019,16
72851,5,1,3,7,2,3,2019,16
72852,5,1,3,7,2,3,2019,16
72853,3,1,2,7,4,4,2019,16
72854,5,2,3,9,1,1,2019,16
72855,4,4,3,7,1,2,2019,16
72856,6,3,4,10,1,3,2019,16
72857,8,1,1,3,3,1,2019,16
72858,1,4,0,7,2,2,2019,16
72859,6,3,4,10,1,3,2019,16
72860,8,1,1,3,3,1,2019,16
72861,1,4,0,7,2,2,2019,16
72862,6,3,4,10,1,3,2019,16
72863,8,1,1,3,3,1,2019,16
72864,3,4,4,2,4,2,2019,15
72865,5,5,1,8,4,1,2019,15
72866,8,3,0,10,2,3,2019,15
72867,4,4,4,2,3,1,2019,15
72868,5,3,4,8,4,4,2019,15
72869,5,1,4,5,1,2,2019,15
72870,1,2,3,3,2,4,2019,15
72871,7,5,3,10,3,1,2019,15
72872,1,2,4,6,5,4,2019,15
72873,4,1,4,6,2,3,2019,15
72874,6,2,0,9,3,5,2019,15
72875,3,2,4,4,5,5,2019,15
72876,1,2,4,6,5,4,2019,15
72877,4,1,4,6,2,3,2019,15
72878,6,2,0,9,3,5,2019,15
72879,3,2,4,4,5,5,2019,15
72880,1,2,4,6,5,4,2019,15
72881,4,1,4,6,2,3,2019,15
72882,6,2,0,9,3,5,2019,15
72883,3,2,4,4,5,5,2019,15
72884,6,3,1,3,2,4,2019,15
72885,8,5,1,8,1,2,2019,15
72886,8,5,1,8,1,2,2019,15
72887,4,4,1,10,4,4,2019,14
72888,4,4,1,10,4,4,2019,14
72889,2,4,0,9,5,1,2019,14
72890,4,4,1,10,5,5,2019,14
72891,2,5,4,6,4,3,2019,14
72892,6,5,3,1,5,5,2019,14
72893,7,5,4,8,2,2,2019,14
72894,6,4,3,8,4,5,2019,14
72895,7,3,2,10,2,1,2019,14
72896,3,2,4,8,4,1,2019,14
72897,6,2,4,3,3,5,2019,14
72898,3,2,0,10,4,1,2019,14
72899,6,2,4,3,3,5,2019,14
72900,3,2,0,10,4,1,2019,14
72901,6,2,4,3,3,5,2019,14
72902,2,1,2,8,5,4,2019,14
72903,3,2,3,5,4,2,2019,14
72904,4,3,0,4,1,3,2019,14
72905,3,3,2,3,4,3,2019,14
72906,7,1,1,4,5,4,2019,14
72907,4,3,0,6,4,4,2019,14
72908,3,2,4,8,4,1,2019,14
72909,4,3,0,6,4,4,2019,14
72910,3,2,4,8,4,1,2019,14
72911,4,3,0,6,4,4,2019,14
72912,3,2,4,8,4,1,2019,14
72913,8,2,2,10,5,5,2019,13
72914,4,5,1,9,1,4,2019,13
72915,8,4,4,10,5,3,2019,13
72916,3,2,0,5,4,5,2019,13
72917,7,1,4,8,3,1,2019,13
72918,3,5,2,5,2,4,2019,13
72919,4,4,0,3,5,3,2019,13
72920,3,4,2,10,4,1,2019,13
72921,6,1,1,4,2,5,2019,13
72922,7,4,0,4,4,5,2019,13
72923,4,1,2,3,5,5,2019,13
72924,4,1,2,3,5,5,2019,13
72925,4,1,2,3,5,5,2019,13
72926,3,3,2,8,4,1,2019,13
72927,6,2,4,5,4,3,2019,13
72928,5,3,0,2,1,3,2019,13
72929,2,2,0,4,2,4,2019,13
72930,6,1,1,4,2,5,2019,13
72931,7,4,0,4,4,5,2019,13
72932,4,3,3,2,4,1,2019,13
72933,6,1,1,4,2,5,2019,13
72934,7,4,0,4,4,5,2019,13
72935,4,3,3,2,4,1,2019,13
72936,6,1,1,4,2,5,2019,13
72937,7,4,0,4,4,5,2019,13
72938,4,3,3,2,4,1,2019,13
72939,7,5,3,4,5,4,2019,8
72940,7,5,3,4,5,4,2019,8
72941,5,3,4,10,1,1,2019,8
72942,8,1,1,7,4,2,2019,8
72943,5,1,0,7,1,4,2019,8
72944,7,4,2,9,1,5,2019,8
72945,7,1,3,3,3,1,2019,8
72946,1,4,0,3,2,2,2019,8
72947,3,3,1,2,1,3,2019,8
72948,3,3,1,2,1,3,2019,8
72949,3,3,1,2,1,3,2019,8
72950,8,1,0,8,3,4,2019,8
72951,6,2,3,5,2,2,2019,8
72952,5,3,3,3,4,2,2019,8
72953,6,1,0,1,1,3,2019,8
72954,5,3,3,3,4,2,2019,8
72955,5,5,2,9,5,2,2019,8
72956,3,1,4,4,1,5,2019,8
72957,4,3,0,6,2,5,2019,8
72958,5,1,3,9,4,2,2019,8
72959,7,2,1,1,4,5,2019,8
72960,4,5,1,6,1,5,2019,8
72961,1,1,1,5,2,5,2019,8
72962,2,4,2,6,5,2,2019,8
72963,5,2,4,5,4,3,2019,8
72964,7,2,0,8,5,3,2019,8
72965,6,2,1,5,4,1,2019,8
72966,6,1,2,9,1,5,2019,8
72967,5,1,3,7,1,2,2019,8
72968,6,2,1,5,4,1,2019,8
72969,6,1,2,9,1,5,2019,8
72970,4,3,2,2,2,3,2019,8
72971,6,2,1,5,4,1,2019,8
72972,6,1,2,9,1,5,2019,8
72973,4,3,2,2,2,3,2019,8
72974,6,1,2,9,1,5,2019,8
72975,6,5,3,10,5,2,2019,8
72976,3,5,2,5,2,5,2019,8
72977,8,4,4,8,1,2,2019,8
72978,4,4,2,4,5,3,2019,8
72979,4,1,0,7,4,3,2019,8
72980,3,1,4,6,1,2,2019,8
72981,6,4,3,10,3,1,2019,8
72982,6,5,4,3,4,3,2019,8
72983,2,4,4,9,4,4,2019,8
72984,8,3,3,3,2,2,2019,8
72985,2,4,3,2,3,1,2019,8
72986,4,1,0,9,3,5,2019,8
72987,5,3,0,8,1,2,2019,8
72988,8,5,0,8,4,2,2019,8
72989,7,5,3,8,1,5,2019,8
72990,6,1,0,1,3,1,2019,8
72991,3,5,3,3,1,4,2019,8
72992,3,2,3,2,1,1,2019,8
72993,1,1,4,5,3,5,2019,8
72994,7,3,3,4,4,5,2019,8
72995,4,1,2,9,5,2,2019,8
72996,5,4,1,7,5,2,2019,8
72997,7,3,4,1,4,1,2019,8
72998,7,2,4,2,5,1,2019,8
72999,4,4,2,9,4,5,2019,8
73000,1,2,2,4,4,2,2019,8
73001,4,2,3,6,2,4,2019,8
73002,8,3,1,6,3,2,2019,8
73003,7,2,1,10,1,2,2019,8
73004,6,1,3,6,5,3,2019,8
73005,7,1,1,10,5,1,2019,8
73006,5,1,0,1,3,2,2019,8
73007,3,2,0,3,4,5,2019,8
73008,6,5,3,9,2,2,2019,8
73009,5,5,2,9,4,4,2019,8
73010,5,5,2,9,4,4,2019,8
73011,5,5,2,9,4,4,2019,8
73012,2,5,4,5,2,2,2019,8
73013,5,5,1,7,5,5,2019,8
73014,7,2,0,0,0,0,2019,8
73015,6,2,2,7,2,3,2019,8
73016,1,1,4,7,3,4,2019,8
73017,5,1,1,1,1,3,2019,8
73018,6,3,0,4,3,4,2019,8
73019,4,4,3,8,2,2,2019,8
73020,8,1,2,8,2,3,2019,8
73021,6,1,3,6,3,1,2019,8
73022,7,2,1,6,1,5,2019,8
73023,8,3,2,5,2,1,2019,8
73024,3,2,3,8,2,2,2019,8
73025,8,5,1,5,1,1,2019,8
73026,3,2,3,8,2,2,2019,8
73027,8,5,1,5,1,1,2019,8
73028,3,2,3,8,2,2,2019,8
73029,8,5,1,5,1,1,2019,8
73030,3,2,3,8,3,5,2019,8
73031,7,2,4,5,1,3,2019,8
73032,7,1,4,4,2,1,2019,8
73033,3,2,0,10,1,2,2019,8
73034,1,5,2,8,4,3,2019,8
73035,1,5,2,8,4,3,2019,8
73037,7,1,2,3,1,5,2019,8
73038,1,2,4,6,4,2,2019,8
73039,3,4,4,2,3,5,2019,8
73040,1,3,3,10,5,2,2019,8
73041,3,2,1,8,3,5,2019,8
73042,8,5,0,10,4,4,2019,8
73043,8,4,2,4,3,1,2019,8
73044,8,4,0,6,2,2,2019,8
73045,8,5,4,1,1,2,2019,8
73046,3,1,2,6,5,2,2019,8
73047,6,1,4,4,1,4,2019,8
73048,4,2,3,6,4,4,2019,8
73049,4,1,3,4,1,3,2019,8
73050,1,1,3,7,1,3,2019,8
73051,8,4,0,6,4,4,2019,8
73052,7,2,1,6,3,2,2019,8
73053,4,1,3,4,1,3,2019,8
73054,1,1,3,7,1,3,2019,8
73055,1,1,3,7,1,3,2019,8
73056,1,1,3,7,1,3,2019,8
73057,6,1,2,8,2,1,2019,8
73058,4,3,0,0,2,0,2019,8
73059,5,4,3,7,3,1,2019,8
73060,7,1,1,6,1,1,2019,8
73061,5,2,0,2,2,1,2019,8
73062,7,4,0,10,4,2,2019,8
73063,1,3,0,3,2,1,2019,8
73064,8,2,1,6,3,3,2019,8
73065,6,2,4,4,2,1,2019,8
73066,6,2,3,2,1,1,2019,8
73067,8,3,3,3,1,1,2019,8
73068,7,2,2,3,3,4,2019,8
73069,3,2,3,5,3,4,2019,8
73070,7,1,1,10,1,5,2019,8
73071,5,3,1,7,1,2,2019,8
73072,5,3,1,7,1,2,2019,8
73073,5,3,1,7,1,2,2019,8
73074,2,4,4,1,3,2,2019,8
73075,7,5,3,7,2,4,2019,8
73076,3,2,3,5,3,4,2019,8
73077,7,1,1,10,1,5,2019,8
73078,6,2,0,3,1,1,2019,8
73079,3,2,3,5,3,4,2019,8
73080,7,1,1,10,1,5,2019,8
73081,6,2,0,3,1,1,2019,8
73082,3,2,3,5,3,4,2019,8
73083,7,1,1,10,1,5,2019,8
73085,3,1,2,8,5,1,2019,8
73086,6,5,2,10,4,1,2019,8
73087,8,4,2,5,2,3,2019,8
73088,5,2,3,9,3,1,2019,8
73089,6,3,0,2,3,5,2019,8
73090,4,5,1,1,4,2,2019,8
73091,1,5,1,10,1,5,2019,8
73092,8,2,1,8,3,4,2019,8
73093,1,5,1,4,4,5,2019,8
73094,2,3,4,4,5,1,2019,8
73095,8,3,3,3,5,5,2019,8
73096,8,1,3,6,4,4,2019,8
73097,1,5,1,9,2,1,2019,8
73098,7,1,2,7,2,2,2019,8
73099,7,1,2,7,2,2,2019,8
73100,7,1,2,7,2,2,2019,8
73101,1,5,3,7,2,1,2019,8
73102,1,5,1,9,2,1,2019,8
73103,6,1,3,5,5,4,2019,8
73104,6,1,3,5,5,4,2019,8
73105,6,1,3,5,5,4,2019,8
73106,1,1,0,0,0,0,2019,8
73107,5,4,3,9,1,1,2019,8
73108,7,2,3,4,4,4,2019,8
73109,5,3,3,3,2,4,2019,8
73110,2,2,0,9,3,3,2019,8
73111,8,1,3,1,1,3,2019,8
73112,2,4,0,10,2,3,2019,8
73113,4,5,3,6,1,1,2019,8
73114,8,3,1,7,4,1,2019,8
73115,2,5,2,9,3,2,2019,8
73116,8,2,1,3,1,3,2019,8
73117,4,1,2,4,4,4,2019,8
73118,8,4,2,1,3,2,2019,8
73119,8,4,2,1,3,2,2019,8
73120,8,4,2,1,3,2,2019,8
73121,7,2,3,8,3,5,2019,8
73122,3,5,4,1,1,1,2019,8
73123,4,1,2,4,4,4,2019,8
73124,7,2,0,6,3,1,2019,8
73125,7,1,2,2,2,4,2019,8
73126,4,1,2,4,4,4,2019,8
73127,7,2,0,6,3,1,2019,8
73128,7,1,2,2,2,4,2019,8
73129,4,1,2,4,4,4,2019,8
73130,7,2,0,6,3,1,2019,8
73131,2,1,1,2,1,0,2019,8
73132,8,5,0,7,2,4,2019,8
73133,1,4,4,4,5,5,2019,8
73134,7,3,3,8,3,5,2019,8
73135,8,5,4,3,2,4,2019,8
73136,6,4,3,1,3,2,2019,8
73137,4,2,2,5,4,1,2019,8
73138,7,4,1,2,4,3,2019,8
73139,8,4,3,2,1,5,2019,8
73140,8,1,4,3,2,3,2019,8
73141,5,2,3,5,3,1,2019,8
73142,6,4,4,3,5,4,2019,8
73143,3,2,4,6,4,2,2019,8
73144,2,1,4,8,2,3,2019,8
73145,7,5,0,10,1,3,2019,8
73146,1,5,1,9,5,1,2019,8
73147,6,4,2,7,3,1,2019,8
73148,2,1,4,8,2,3,2019,8
73149,7,5,0,10,1,3,2019,8
73150,2,1,4,8,2,3,2019,8
73151,7,5,0,10,1,3,2019,8
73152,2,1,4,8,2,3,2019,8
73153,7,5,0,10,1,3,2019,8
73154,2,1,1,0,3,1,2019,8
73155,3,1,2,6,5,5,2019,8
73156,1,3,1,4,4,1,2019,8
73157,6,1,1,6,4,3,2019,8
73158,3,4,2,4,3,3,2019,8
73159,8,2,2,3,3,5,2019,8
73160,8,3,3,3,3,5,2019,8
73161,3,5,0,9,1,1,2019,8
73162,8,5,1,1,4,3,2019,8
73163,1,3,0,8,2,2,2019,8
73164,4,4,2,6,4,5,2019,8
73165,4,5,2,3,1,3,2019,8
73166,8,3,0,6,3,2,2019,8
73167,4,5,2,3,1,3,2019,8
73168,8,3,0,6,3,2,2019,8
73169,4,5,2,3,1,3,2019,8
73170,8,3,0,6,3,2,2019,8
73171,3,4,1,3,2,1,2019,8
73172,7,5,0,3,1,5,2019,8
73173,4,4,2,6,4,5,2019,8
73174,4,4,2,6,4,5,2019,8
73175,4,4,2,6,4,5,2019,8
73176,7,1,3,2,3,3,2019,31
73177,1,5,3,4,4,2,2019,31
73178,8,3,4,6,5,3,2019,31
73179,7,1,3,2,3,3,2019,31
73180,1,5,3,4,4,2,2019,31
73181,2,1,3,0,1,0,2019,31
73182,1,4,0,1,4,2,2019,31
73183,7,3,3,4,1,1,2019,31
73184,8,2,0,4,1,2,2019,31
73185,6,3,2,10,1,4,2019,31
73186,6,3,2,10,1,4,2019,31
73187,6,3,2,10,1,4,2019,31
73188,7,4,0,7,4,5,2019,31
73189,8,2,0,4,1,2,2019,31
73190,8,2,0,4,1,2,2019,31
73191,8,2,0,4,1,2,2019,31
73192,6,5,4,2,5,2,2019,30
73193,2,3,0,0,2,4,2019,30
73194,4,4,2,6,4,2,2019,30
73195,2,5,1,2,5,2,2019,30
73196,2,5,0,8,2,1,2019,30
73197,4,2,1,4,5,1,2019,30
73198,8,3,3,4,4,3,2019,30
73199,3,2,0,6,3,5,2019,30
73200,2,1,0,9,3,2,2019,30
73201,4,2,2,10,5,4,2019,30
73202,6,4,2,6,4,1,2019,30
73203,5,4,3,5,1,3,2019,30
73204,7,2,1,8,1,2,2019,29
73205,6,5,1,1,3,5,2019,29
73206,2,3,0,1,2,5,2019,29
73207,4,5,1,2,4,5,2019,29
73208,1,2,3,5,1,5,2019,29
73209,1,5,1,7,4,3,2019,29
73210,6,2,0,9,4,1,2019,29
73211,3,3,0,2,5,5,2019,29
73212,8,2,4,2,2,2,2019,29
73213,5,3,0,8,1,1,2019,29
73214,4,5,2,5,5,3,2019,29
73215,4,5,2,5,5,3,2019,29
73216,4,5,2,5,5,3,2019,29
73217,2,4,0,3,3,5,2019,29
73218,5,2,0,4,1,2,2019,29
73219,2,4,2,1,5,1,2019,28
73220,2,3,0,3,2,5,2019,28
73221,8,2,0,4,1,2,2019,28
73222,5,3,0,4,3,5,2019,28
73223,2,2,4,10,3,3,2019,28
73224,6,5,2,9,1,3,2019,28
73225,6,5,1,5,3,3,2019,28
73226,2,1,4,4,4,2,2019,28
73227,2,4,3,7,5,5,2019,28
73228,6,5,3,3,1,5,2019,28
73229,6,5,4,3,2,3,2019,28
73230,2,3,4,7,5,5,2019,28
73231,4,1,0,10,4,1,2019,28
73232,5,3,2,3,2,2,2019,28
73233,7,2,3,10,2,4,2019,28
73234,2,3,4,7,5,5,2019,28
73235,4,1,0,10,4,1,2019,28
73236,5,3,2,3,2,2,2019,28
73237,7,2,3,10,2,4,2019,28
73238,2,3,4,7,5,5,2019,28
73239,4,1,0,10,4,1,2019,28
73240,5,3,2,3,2,2,2019,28
73241,7,2,3,10,2,4,2019,28
73242,2,3,3,9,3,2,2019,28
73243,4,2,3,4,4,3,2019,28
73244,4,2,3,4,4,3,2019,28
73245,4,2,3,4,4,3,2019,28
73246,3,5,2,2,3,3,2019,27
73247,3,5,2,2,3,3,2019,27
73248,2,2,0,2,0,5,2019,27
73249,6,1,0,4,3,4,2019,27
73250,8,4,2,1,2,5,2019,27
73251,6,5,2,10,4,4,2019,27
73252,3,4,0,8,3,2,2019,27
73253,3,4,2,1,4,1,2019,27
73254,1,3,2,3,3,3,2019,27
73255,6,5,2,5,1,2,2019,27
73256,1,4,3,8,4,5,2019,27
73257,2,3,0,3,4,3,2019,27
73258,1,5,0,2,5,1,2019,27
73259,1,5,0,2,5,1,2019,27
73260,1,5,0,2,5,1,2019,27
73261,2,2,0,8,4,4,2019,27
73262,4,3,2,9,2,5,2019,27
73263,6,2,1,10,1,1,2019,27
73264,2,5,2,10,1,2,2019,27
73265,2,4,0,0,0,3,2019,26
73266,8,5,3,1,3,5,2019,26
73267,3,2,0,9,2,5,2019,26
73268,3,2,0,8,5,5,2019,26
73269,1,3,1,8,3,3,2019,26
73270,7,2,4,3,4,3,2019,26
73271,7,3,4,3,1,1,2019,26
73272,7,3,4,3,1,1,2019,26
73273,7,3,4,3,1,1,2019,26
73274,3,2,2,4,2,1,2019,26
73275,2,4,0,2,0,2,2019,25
73276,1,4,3,6,5,4,2019,25
73277,4,3,2,7,5,4,2019,25
73278,7,3,2,5,3,2,2019,25
73279,1,3,3,10,4,2,2019,25
73280,5,2,4,2,4,3,2019,25
73281,7,1,0,7,2,4,2019,25
73282,7,1,3,10,5,5,2019,25
73283,6,3,2,8,3,4,2019,25
73284,5,4,2,5,5,1,2019,25
73285,5,2,4,2,4,1,2019,25
73286,5,2,4,2,4,1,2019,25
73287,5,2,4,2,4,1,2019,25
73288,6,4,0,1,1,2,2019,25
73289,6,2,4,8,4,2,2019,25
73290,3,5,1,2,2,5,2019,25
73291,5,1,3,3,3,4,2019,25
73292,8,3,3,10,1,4,2019,25
73293,8,3,3,10,1,4,2019,25
73294,8,3,3,10,1,4,2019,25
73295,2,2,0,2,0,2,2019,24
73296,6,2,4,9,3,2,2019,24
73297,1,4,4,6,5,4,2019,24
73298,2,4,0,3,2,1,2019,24
73299,4,5,4,1,5,5,2019,24
73300,8,5,4,3,3,3,2019,24
73301,6,5,3,8,3,4,2019,24
73302,8,5,4,3,3,3,2019,24
73303,6,5,3,8,3,4,2019,24
73304,8,5,4,3,3,3,2019,24
73305,6,5,3,8,3,4,2019,24
73306,5,2,1,9,5,2,2019,24
73307,1,4,1,5,5,1,2019,24
73308,2,4,3,4,3,4,2019,24
73309,2,2,2,4,5,2,2019,24
73310,1,3,0,3,4,3,2019,24
73311,1,3,0,3,4,3,2019,24
73312,1,3,0,3,4,3,2019,24
73313,2,5,4,4,3,3,2019,23
73314,5,2,1,6,2,5,2019,23
73315,2,5,4,4,3,3,2019,23
73316,1,1,0,9,2,3,2019,23
73317,2,3,1,7,5,5,2019,23
73318,2,4,2,5,1,2,2019,23
73319,7,2,4,1,4,1,2019,23
